cohort	cohort_role	genetic_background	region	estimand	cell_type	gene	effect_scale	effect	se	ci_low	ci_high	p_value	adjusted_p	adjusted_p_scope	n_donors	source_file	direction	significant_adjusted_0_05	meta_eligible	meta_exclusion_reason
Gittings_2023	independent_C9_replication	C9orf72	frontal cortex	ALS_vs_Control	Inhibitory neuron	MAP1B	log2FC	-0.0756210967224096	0.156738125132654	-0.382827821982411	0.231585628537592	0.631076161117373	0.96598354056288	whole-transcriptome FDR per contrast/cell type	37	results/Gittings_2023_C9_snRNA/predefined_17_gene_results.tsv	negative	FALSE	FALSE	displayable common log2FC scale, but cohort/model/region heterogeneity precludes an unqualified pooled estimate
Gittings_2023	independent_C9_replication	C9orf72	frontal cortex	ALS_vs_Control	Inhibitory neuron	MAPT	log2FC	-0.0524453580257944	0.145756816822749	-0.338128718998383	0.233238002946794	0.720139387022209	0.978128721948124	whole-transcriptome FDR per contrast/cell type	37	results/Gittings_2023_C9_snRNA/predefined_17_gene_results.tsv	negative	FALSE	FALSE	displayable common log2FC scale, but cohort/model/region heterogeneity precludes an unqualified pooled estimate
Gittings_2023	independent_C9_replication	C9orf72	frontal cortex	ALS_vs_Control	Inhibitory neuron	PARK7	log2FC	0.309430541974508	0.308303710953395	-0.294844731494147	0.913705815443162	0.319245728945138	0.934615593918493	whole-transcriptome FDR per contrast/cell type	37	results/Gittings_2023_C9_snRNA/predefined_17_gene_results.tsv	positive	FALSE	FALSE	displayable common log2FC scale, but cohort/model/region heterogeneity precludes an unqualified pooled estimate
Gittings_2023	independent_C9_replication	C9orf72	frontal cortex	ALS_vs_Control	Inhibitory neuron	STARD13	log2FC	-0.345885188959984	0.198121829363195	-0.734203974511847	0.0424335965918787	0.0855134902565782	0.93344037685048	whole-transcriptome FDR per contrast/cell type	37	results/Gittings_2023_C9_snRNA/predefined_17_gene_results.tsv	negative	FALSE	FALSE	displayable common log2FC scale, but cohort/model/region heterogeneity precludes an unqualified pooled estimate
Gittings_2023	independent_C9_replication	C9orf72	frontal cortex	ALS_vs_Control	Microglia	ARHGAP35	log2FC	0.0163455881229702	0.235546432271277	-0.445325419128733	0.478016595374673	0.944891701005463	0.987486697524884	whole-transcriptome FDR per contrast/cell type	35	results/Gittings_2023_C9_snRNA/predefined_17_gene_results.tsv	positive	FALSE	FALSE	displayable common log2FC scale, but cohort/model/region heterogeneity precludes an unqualified pooled estimate
Gittings_2023	independent_C9_replication	C9orf72	frontal cortex	ALS_vs_Control	Microglia	ARHGAP39	log2FC	0.839617100604011	0.539320937489667	-0.217451936875736	1.89668613808376	0.124439352084065	0.578032135039408	whole-transcriptome FDR per contrast/cell type	35	results/Gittings_2023_C9_snRNA/predefined_17_gene_results.tsv	positive	FALSE	FALSE	displayable common log2FC scale, but cohort/model/region heterogeneity precludes an unqualified pooled estimate
Gittings_2023	independent_C9_replication	C9orf72	frontal cortex	ALS_vs_Control	Microglia	BAG3	log2FC	0.740116161799994	0.798724069281609	-0.825383013991959	2.30561533759195	0.35776064721046	0.766403218112572	whole-transcriptome FDR per contrast/cell type	35	results/Gittings_2023_C9_snRNA/predefined_17_gene_results.tsv	positive	FALSE	FALSE	displayable common log2FC scale, but cohort/model/region heterogeneity precludes an unqualified pooled estimate
Gittings_2023	independent_C9_replication	C9orf72	frontal cortex	ALS_vs_Control	Microglia	BCR	log2FC	0.563800044307986	0.320416631600182	-0.0642165536283708	1.19181664224434	0.0832482870587084	0.524751695661822	whole-transcriptome FDR per contrast/cell type	35	results/Gittings_2023_C9_snRNA/predefined_17_gene_results.tsv	positive	FALSE	FALSE	displayable common log2FC scale, but cohort/model/region heterogeneity precludes an unqualified pooled estimate
Gittings_2023	independent_C9_replication	C9orf72	frontal cortex	ALS_vs_Control	Microglia	CCT5	log2FC	0.608730069213619	0.428694516666366	-0.231511183452459	1.4489713218797	0.160464937367391	0.620068748815221	whole-transcriptome FDR per contrast/cell type	35	results/Gittings_2023_C9_snRNA/predefined_17_gene_results.tsv	positive	FALSE	FALSE	displayable common log2FC scale, but cohort/model/region heterogeneity precludes an unqualified pooled estimate
Gittings_2023	independent_C9_replication	C9orf72	frontal cortex	ALS_vs_Control	Microglia	CCT8	log2FC	0.758968355824828	0.307855824160421	0.155570940470403	1.36236577117925	0.0163757738005978	0.342371437373701	whole-transcriptome FDR per contrast/cell type	35	results/Gittings_2023_C9_snRNA/predefined_17_gene_results.tsv	positive	FALSE	FALSE	displayable common log2FC scale, but cohort/model/region heterogeneity precludes an unqualified pooled estimate
Gittings_2023	independent_C9_replication	C9orf72	frontal cortex	ALS_vs_Control	Microglia	CHORDC1	log2FC	0.248252151881486	0.421835720743848	-0.578545860776456	1.07505016453943	0.558321948465595	0.858991225918309	whole-transcriptome FDR per contrast/cell type	35	results/Gittings_2023_C9_snRNA/predefined_17_gene_results.tsv	positive	FALSE	FALSE	displayable common log2FC scale, but cohort/model/region heterogeneity precludes an unqualified pooled estimate
Gittings_2023	independent_C9_replication	C9orf72	frontal cortex	ALS_vs_Control	Microglia	COA3	log2FC	0.308209828083044	0.537391743533155	-0.745077989241941	1.36149764540803	0.568292675806829	0.864249047186743	whole-transcriptome FDR per contrast/cell type	35	results/Gittings_2023_C9_snRNA/predefined_17_gene_results.tsv	positive	FALSE	FALSE	displayable common log2FC scale, but cohort/model/region heterogeneity precludes an unqualified pooled estimate
Gittings_2023	independent_C9_replication	C9orf72	frontal cortex	ALS_vs_Control	Microglia	COX5B	log2FC	0.904817112284823	0.604645032198297	-0.280287150823839	2.08992137539348	0.139784486701712	0.598888097374398	whole-transcriptome FDR per contrast/cell type	35	results/Gittings_2023_C9_snRNA/predefined_17_gene_results.tsv	positive	FALSE	FALSE	displayable common log2FC scale, but cohort/model/region heterogeneity precludes an unqualified pooled estimate
Gittings_2023	independent_C9_replication	C9orf72	frontal cortex	ALS_vs_Control	Microglia	COX7C	log2FC	0.798993499982635	0.568027402500127	-0.314340208917614	1.91232720888288	0.164693308068404	0.624295219932132	whole-transcriptome FDR per contrast/cell type	35	results/Gittings_2023_C9_snRNA/predefined_17_gene_results.tsv	positive	FALSE	FALSE	displayable common log2FC scale, but cohort/model/region heterogeneity precludes an unqualified pooled estimate
Gittings_2023	independent_C9_replication	C9orf72	frontal cortex	ALS_vs_Control	Microglia	DOCK7	log2FC	-0.62976596879263	0.235063300528907	-1.09049003782929	-0.169041899755972	0.00936790552555966	0.292445501518917	whole-transcriptome FDR per contrast/cell type	35	results/Gittings_2023_C9_snRNA/predefined_17_gene_results.tsv	negative	FALSE	FALSE	displayable common log2FC scale, but cohort/model/region heterogeneity precludes an unqualified pooled estimate
Gittings_2023	independent_C9_replication	C9orf72	frontal cortex	ALS_vs_Control	Microglia	HSP90AA1	log2FC	1.13169522551111	0.680495047492303	-0.202075067573803	2.46546551859602	0.101732465201752	0.548732800107263	whole-transcriptome FDR per contrast/cell type	35	results/Gittings_2023_C9_snRNA/predefined_17_gene_results.tsv	positive	FALSE	FALSE	displayable common log2FC scale, but cohort/model/region heterogeneity precludes an unqualified pooled estimate
Gittings_2023	independent_C9_replication	C9orf72	frontal cortex	ALS_vs_Control	Microglia	HSP90AB1	log2FC	1.09773498235225	0.462887750615306	0.19047499114625	2.00499497355825	0.0209433352892801	0.371105363798853	whole-transcriptome FDR per contrast/cell type	35	results/Gittings_2023_C9_snRNA/predefined_17_gene_results.tsv	positive	FALSE	FALSE	displayable common log2FC scale, but cohort/model/region heterogeneity precludes an unqualified pooled estimate
Gittings_2023	independent_C9_replication	C9orf72	frontal cortex	ALS_vs_Control	Microglia	MAP1B	log2FC	1.45698366511104	0.682625280136145	0.119038116044197	2.79492921417788	0.0370320663966905	0.430707691984986	whole-transcriptome FDR per contrast/cell type	35	results/Gittings_2023_C9_snRNA/predefined_17_gene_results.tsv	positive	FALSE	FALSE	displayable common log2FC scale, but cohort/model/region heterogeneity precludes an unqualified pooled estimate
Gittings_2023	independent_C9_replication	C9orf72	frontal cortex	ALS_vs_Control	Microglia	MAPT	log2FC	0.64847905455924	0.486517854441099	-0.305095940145313	1.60205404926379	0.187325827277805	0.650494059879672	whole-transcriptome FDR per contrast/cell type	35	results/Gittings_2023_C9_snRNA/predefined_17_gene_results.tsv	positive	FALSE	FALSE	displayable common log2FC scale, but cohort/model/region heterogeneity precludes an unqualified pooled estimate
Gittings_2023	independent_C9_replication	C9orf72	frontal cortex	ALS_vs_Control	Microglia	PARK7	log2FC	0.772498749471872	0.454314736240097	-0.117958133558719	1.66295563250246	0.0939892049552857	0.541745470624022	whole-transcriptome FDR per contrast/cell type	35	results/Gittings_2023_C9_snRNA/predefined_17_gene_results.tsv	positive	FALSE	FALSE	displayable common log2FC scale, but cohort/model/region heterogeneity precludes an unqualified pooled estimate
Gittings_2023	independent_C9_replication	C9orf72	frontal cortex	ALS_vs_Control	Microglia	STARD13	log2FC	-0.497540849881291	0.279252255327239	-1.04487527032268	0.0497935705600977	0.079535260889186	0.521548859945371	whole-transcriptome FDR per contrast/cell type	35	results/Gittings_2023_C9_snRNA/predefined_17_gene_results.tsv	negative	FALSE	FALSE	displayable common log2FC scale, but cohort/model/region heterogeneity precludes an unqualified pooled estimate
GSE219280	discovery	C9orf72	BA4/BA9 model-averaged	ALS_vs_Control	OPC	ARHGAP35	log2FC	-0.0658979963995425	0.107092975393068	-0.275800228169956	0.144004235370871	0.543611333660066	0.938419228698915	global gene tests within model collection	17	results/GSE219280_pseudobulk_DE/all_gene_contrast_results.tsv	negative	FALSE	FALSE	displayable common log2FC scale, but cohort/model/region heterogeneity precludes an unqualified pooled estimate
Gittings_2023	independent_C9_replication	C9orf72	frontal cortex	ALS_vs_Control	OPC	ARHGAP35	log2FC	-0.153635049497587	0.214385136927419	-0.573829917875329	0.266559818880155	0.47602208125289	0.986977063947027	whole-transcriptome FDR per contrast/cell type	37	results/Gittings_2023_C9_snRNA/predefined_17_gene_results.tsv	negative	FALSE	FALSE	displayable common log2FC scale, but cohort/model/region heterogeneity precludes an unqualified pooled estimate
GSE219280	discovery	C9orf72	BA4/BA9 model-averaged	ALS_vs_Control	OPC	ARHGAP39	log2FC	0.21406191581457	0.233415238480723	-0.243431951607647	0.671555783236787	0.36741393273803	0.885525173467671	global gene tests within model collection	17	results/GSE219280_pseudobulk_DE/all_gene_contrast_results.tsv	positive	FALSE	FALSE	displayable common log2FC scale, but cohort/model/region heterogeneity precludes an unqualified pooled estimate
Gittings_2023	independent_C9_replication	C9orf72	frontal cortex	ALS_vs_Control	OPC	ARHGAP39	log2FC	0.370690181672376	0.255835205555488	-0.13074682121638	0.872127184561132	0.151886598879272	0.986977063947027	whole-transcriptome FDR per contrast/cell type	37	results/Gittings_2023_C9_snRNA/predefined_17_gene_results.tsv	positive	FALSE	FALSE	displayable common log2FC scale, but cohort/model/region heterogeneity precludes an unqualified pooled estimate
GSE219280	discovery	C9orf72	BA4/BA9 model-averaged	ALS_vs_Control	OPC	BAG3	log2FC	1.50749973707803	0.673935850161028	0.186585470762414	2.82841400339365	0.0340004300034458	0.511196292729886	global gene tests within model collection	17	results/GSE219280_pseudobulk_DE/all_gene_contrast_results.tsv	positive	FALSE	FALSE	displayable common log2FC scale, but cohort/model/region heterogeneity precludes an unqualified pooled estimate
Gittings_2023	independent_C9_replication	C9orf72	frontal cortex	ALS_vs_Control	OPC	BAG3	log2FC	-0.547356258308393	0.711584900423971	-1.94206266313938	0.84735014652259	0.444448894361642	0.986977063947027	whole-transcriptome FDR per contrast/cell type	37	results/Gittings_2023_C9_snRNA/predefined_17_gene_results.tsv	negative	FALSE	FALSE	displayable common log2FC scale, but cohort/model/region heterogeneity precludes an unqualified pooled estimate
GSE219280	discovery	C9orf72	BA4/BA9 model-averaged	ALS_vs_Control	OPC	BCR	log2FC	0.0171540226780755	0.111161406850756	-0.200722334749407	0.235030380105558	0.878535974173652	0.989181779656172	global gene tests within model collection	17	results/GSE219280_pseudobulk_DE/all_gene_contrast_results.tsv	positive	FALSE	FALSE	displayable common log2FC scale, but cohort/model/region heterogeneity precludes an unqualified pooled estimate
Gittings_2023	independent_C9_replication	C9orf72	frontal cortex	ALS_vs_Control	OPC	BCR	log2FC	-0.188000217712915	0.249783853432802	-0.677576570441207	0.301576135015377	0.454258634282158	0.986977063947027	whole-transcriptome FDR per contrast/cell type	37	results/Gittings_2023_C9_snRNA/predefined_17_gene_results.tsv	negative	FALSE	FALSE	displayable common log2FC scale, but cohort/model/region heterogeneity precludes an unqualified pooled estimate
GSE219280	discovery	C9orf72	BA4/BA9 model-averaged	ALS_vs_Control	OPC	CCT5	log2FC	0.427481278669984	0.404569311495263	-0.365474571860731	1.2204371292007	0.30137941988799	0.856496997329863	global gene tests within model collection	17	results/GSE219280_pseudobulk_DE/all_gene_contrast_results.tsv	positive	FALSE	FALSE	displayable common log2FC scale, but cohort/model/region heterogeneity precludes an unqualified pooled estimate
Gittings_2023	independent_C9_replication	C9orf72	frontal cortex	ALS_vs_Control	OPC	CCT5	log2FC	0.137809183196959	0.311303515771553	-0.472345707715284	0.747964074109202	0.659380835761843	0.986977063947027	whole-transcriptome FDR per contrast/cell type	37	results/Gittings_2023_C9_snRNA/predefined_17_gene_results.tsv	positive	FALSE	FALSE	displayable common log2FC scale, but cohort/model/region heterogeneity precludes an unqualified pooled estimate
GSE219280	discovery	C9orf72	BA4/BA9 model-averaged	ALS_vs_Control	OPC	CCT8	log2FC	-0.0889459341922407	0.450844070184456	-0.972600311753775	0.794708443369294	0.845309922364185	0.985735823679277	global gene tests within model collection	17	results/GSE219280_pseudobulk_DE/all_gene_contrast_results.tsv	negative	FALSE	FALSE	displayable common log2FC scale, but cohort/model/region heterogeneity precludes an unqualified pooled estimate
Gittings_2023	independent_C9_replication	C9orf72	frontal cortex	ALS_vs_Control	OPC	CCT8	log2FC	0.291056555367032	0.269600656619683	-0.237360731607546	0.819473842341611	0.28408927689861	0.986977063947027	whole-transcriptome FDR per contrast/cell type	37	results/Gittings_2023_C9_snRNA/predefined_17_gene_results.tsv	positive	FALSE	FALSE	displayable common log2FC scale, but cohort/model/region heterogeneity precludes an unqualified pooled estimate
GSE219280	discovery	C9orf72	BA4/BA9 model-averaged	ALS_vs_Control	OPC	CHORDC1	log2FC	0.44585471710364	0.417280955079784	-0.372015954852737	1.26372538906002	0.296593252595792	0.854283999850571	global gene tests within model collection	17	results/GSE219280_pseudobulk_DE/all_gene_contrast_results.tsv	positive	FALSE	FALSE	displayable common log2FC scale, but cohort/model/region heterogeneity precludes an unqualified pooled estimate
Gittings_2023	independent_C9_replication	C9orf72	frontal cortex	ALS_vs_Control	OPC	CHORDC1	log2FC	0.110096663034582	0.379054075036521	-0.632849324037	0.853042650106164	0.772403387287079	0.996940306081293	whole-transcriptome FDR per contrast/cell type	37	results/Gittings_2023_C9_snRNA/predefined_17_gene_results.tsv	positive	FALSE	FALSE	displayable common log2FC scale, but cohort/model/region heterogeneity precludes an unqualified pooled estimate
